trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.4999999999999998, 'e': 0.13499999999999923}",25,15,-23.51338008592414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.4999999999999998, 'e': 0.12999999999999923}",25,20,10.487113932480987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.4999999999999998, 'e': 0.12499999999999922}",20,9,14.04410159424144,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4999999999999998, 'e': 0.11999999999999922}",20,7,24.425080224014266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.4999999999999998, 'e': 0.11499999999999921}",20,6,26.731578455662774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.4999999999999998, 'e': 0.10999999999999921}",20,9,-33.254373267330806,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
179,False,"{'a': 0.4999999999999998, 'e': 0.1049999999999992}",25,19,13.186492333375046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.4999999999999998, 'e': 0.0999999999999992}",20,6,12.561857939823525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.4999999999999998, 'e': 0.0949999999999992}",25,14,-19.137811016701992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.4999999999999998, 'e': 0.08999999999999919}",20,2,15.075994611876459,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.4999999999999998, 'e': 0.08499999999999919}",25,0,-38.67370811108892,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.4999999999999998, 'e': 0.07999999999999918}",25,13,21.917203735876644,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.4999999999999998, 'e': 0.07499999999999918}",20,3,26.831937303259238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.4999999999999998, 'e': 0.06999999999999917}",20,12,15.188987910146821,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.4999999999999998, 'e': 0.06499999999999917}",30,14,6.072816239401344,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.4999999999999998, 'e': 0.05999999999999917}",35,17,33.39973372098185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.4999999999999998, 'e': 0.054999999999999175}",20,0,30.927463841103304,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.4999999999999998, 'e': 0.04999999999999918}",20,10,18.253189526501142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.4999999999999998, 'e': 0.04499999999999918}",30,22,13.568156367435215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.4999999999999998, 'e': 0.03999999999999918}",20,8,21.263652712028577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.4999999999999998, 'e': 0.034999999999999185}",25,11,27.419761798297962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.4999999999999998, 'e': 0.029999999999999184}",25,5,33.65884808334124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.4999999999999998, 'e': 0.024999999999999183}",30,14,29.784389683188145,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.4999999999999998, 'e': 0.01999999999999918}",30,24,9.567985372317349,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.4999999999999998, 'e': 0.01499999999999918}",20,8,19.84584416742682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,16,28.162252422774806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,20,9.272198995064345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,19.542961839350173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,13.555557014663908,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,6,24.266578703489802,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,16.733563482610624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,0,39.03628100598714,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",35,23,27.566015747264526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,29.947135256990865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,10,27.588413830293696,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
