trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
22,False,"{'a': 0.4999999999999998, 'e': 0.6570468198150567}",20,0,-46.82509172891397,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
23,False,"{'a': 0.4999999999999998, 'e': 0.6440364210831414}",20,6,-56.80857206073197,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
24,False,"{'a': 0.4999999999999998, 'e': 0.631283645506926}",25,0,-54.028670806517084,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
25,False,"{'a': 0.4999999999999998, 'e': 0.6187833918061408}",20,12,-7.642800368174152,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
26,False,"{'a': 0.4999999999999998, 'e': 0.6065306597126334}",25,3,-15.839119378717347,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
27,False,"{'a': 0.4999999999999998, 'e': 0.5945205479701944}",20,0,-71.52617468854592,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
28,False,"{'a': 0.4999999999999998, 'e': 0.5827482523739896}",25,4,-99.72280230284585,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 2}",1
29,False,"{'a': 0.4999999999999998, 'e': 0.5712090638488149}",20,0,-13.238729686852501,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
30,False,"{'a': 0.4999999999999998, 'e': 0.559898366565402}",20,0,14.924137125352827,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
31,False,"{'a': 0.4999999999999998, 'e': 0.5488116360940265}",20,10,-28.271078121326614,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
32,False,"{'a': 0.4999999999999998, 'e': 0.5379444375946745}",25,0,-66.17509587496724,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.4999999999999998, 'e': 0.5272924240430485}",25,0,-17.46092557554105,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.4999999999999998, 'e': 0.5168513344916992}",25,0,-18.569805253814543,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
35,False,"{'a': 0.4999999999999998, 'e': 0.5066169923655895}",20,0,-150.13997266650236,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
36,False,"{'a': 0.4999999999999998, 'e': 0.49658530379140947}",25,14,-10.182732735034776,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
37,False,"{'a': 0.4999999999999998, 'e': 0.4867522559599717}",30,2,-31.680813676648437,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
38,False,"{'a': 0.4999999999999998, 'e': 0.4771139155210344}",30,6,-16.854070252791818,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
39,False,"{'a': 0.4999999999999998, 'e': 0.46766642700990924}",20,0,-25.970714207670547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
40,False,"{'a': 0.4999999999999998, 'e': 0.4584060113052235}",35,7,-99.31376719371552,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 1}",1
41,False,"{'a': 0.4999999999999998, 'e': 0.44932896411722156}",20,0,-121.9849028472992,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
42,False,"{'a': 0.4999999999999998, 'e': 0.44043165450599925}",25,0,-61.61627625910059,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
43,False,"{'a': 0.4999999999999998, 'e': 0.43171052342907973}",20,0,10.24126285592649,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
44,False,"{'a': 0.4999999999999998, 'e': 0.4231620823177488}",25,0,-17.542770767275787,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
45,False,"{'a': 0.4999999999999998, 'e': 0.4147829116815814}",25,5,-88.52825380111251,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
46,False,"{'a': 0.4999999999999998, 'e': 0.4065696597405991}",20,0,17.256590989482554,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
47,False,"{'a': 0.4999999999999998, 'e': 0.39851904108451414}",35,9,-31.220456805622632,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 1}",1
48,False,"{'a': 0.4999999999999998, 'e': 0.3906278353585211}",20,0,-5.822386426692244,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.4999999999999998, 'e': 0.38289288597511206}",25,0,8.514862849827175,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
50,False,"{'a': 0.4999999999999998, 'e': 0.37531109885139957}",25,5,-11.126476017106304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
51,False,"{'a': 0.4999999999999998, 'e': 0.36787944117144233}",25,0,-26.872316150908375,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.4999999999999998, 'e': 0.3605949401730783}",20,0,20.837517150194373,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.4999999999999998, 'e': 0.35345468195878016}",35,17,-81.65108413090954,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
54,False,"{'a': 0.4999999999999998, 'e': 0.3464558103300574}",25,0,-46.27563096695796,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
55,False,"{'a': 0.4999999999999998, 'e': 0.3395955256449391}",25,19,10.846037813196071,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.4999999999999998, 'e': 0.33287108369807955}",20,15,10.904935173664907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.4999999999999998, 'e': 0.32627979462303947}",20,9,-15.624861496232004,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.4999999999999998, 'e': 0.31981902181630384}",20,3,24.58438923051364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.4999999999999998, 'e': 0.3134861808826053}",30,0,-20.117786050109856,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
60,False,"{'a': 0.4999999999999998, 'e': 0.30727873860113125}",35,4,-63.82717231426688,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 2}",1
61,False,"{'a': 0.4999999999999998, 'e': 0.30119421191220214}",20,15,7.349305763040205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.4999999999999998, 'e': 0.2952301669240142}",20,10,8.338521408582046,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.4999999999999998, 'e': 0.2893842179390506}",30,0,-28.062931486188013,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
64,False,"{'a': 0.4999999999999998, 'e': 0.2836540264997704}",25,0,-12.273587509294233,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
65,False,"{'a': 0.4999999999999998, 'e': 0.27803730045319414}",25,17,16.94849641182061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.4999999999999998, 'e': 0.2725317930340126}",30,18,20.92620240286649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.4999999999999998, 'e': 0.26713530196585034}",30,19,8.281389619080343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.4999999999999998, 'e': 0.261845668580326}",30,0,-63.38953115196176,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.4999999999999998, 'e': 0.2566607769535559}",25,18,8.510257190156032,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
